chunk_seconds,n_files,micro_wer,micro_cer,mean_boundary_corruption_rate,mean_policy_term_recall,mean_real_time_factor
2.0,381,0.8278669143725722,0.520887298177933,0.6738257118357895,0.4325415368639667,0.5709261893905979
5.0,381,0.6018803130101897,0.34915687649451743,0.6061523523525952,0.48530633437175497,3.7167000705907016
7.0,381,0.5758711929291224,0.3210217909212974,0.6924251109385908,0.5051791277258566,0.5569128546935489
10.0,381,0.5049710071496932,0.2829745016800533,0.5853952940538324,0.5118120456905505,0.42086453398231394
