file_id,language,wer,cer,boundary_corruption_rate,policy_term_recall,real_time_factor
rec_audio_call_392603926_audio_1785858184285.mp3,hindi,0.509090909090909,0.28421052631578947,0.48484848484848486,1.0,0.03775104605511466
rec_audio_call_392607690_audio_1785858500937.mp3,hindi,0.40441176470588236,0.20717131474103587,0.75,1.0,0.0414753379450437
rec_audio_call_392643395_audio_1785861202288.mp3,hindi,0.5993640699523053,0.3844282238442822,0.6529850746268657,0.5,0.029743207195796283
rec_audio_call_425736604_audio_1788905083156.mp3,hindi,0.631578947368421,0.35251798561151076,0.7777777777777778,1.0,0.024518577097304196
rec_audio_call_425748748_audio_1788908276475.mp3,hindi,0.6134453781512605,0.4365256124721604,0.8055555555555556,0.0,0.025019901156794092
rec_audio_call_425749256_audio_1788908432017.mp3,hindi,0.7209302325581395,0.5034965034965035,0.8888888888888888,0.0,0.025641666933522704
rec_default_426610557_audio_1788986010552.mp3,hindi,3.8,1.75,0.8333333333333334,,0.03581453370414993
rec_audio_call_425655492_audio_1788895962923.mp3,hindi,0.784037558685446,0.5874125874125874,0.6987951807228916,0.16666666666666666,0.027115557342299187
rec_audio_call_425656293_audio_1788896013602.mp3,hindi,0.7701149425287356,0.5111821086261981,0.7941176470588235,0.3333333333333333,0.02636488791032634
rec_audio_call_425679391_audio_1788897730000.mp3,hindi,0.8384615384615385,0.5190839694656488,0.7619047619047619,0.6666666666666666,0.027827199844795175
rec_audio_call_425691838_audio_1788898819143.mp3,hindi,0.5652173913043478,0.304029304029304,0.44,0.6666666666666666,0.027324450265560084
rec_default_426593829_audio_1788984553610.mp3,hindi,0.45368171021377673,0.25933609958506226,0.6195652173913043,0.6666666666666666,0.031205353097053058
rec_audio_call_419965552_audio_1788369990564.mp3,hindi,0.7424242424242424,0.4393305439330544,0.7666666666666667,,0.029620492205495026
rec_audio_call_421071310_audio_1788465787061.mp3,hindi,0.5669099756690997,0.38929440389294406,0.766497461928934,0.0,0.031783196459881334
rec_audio_call_421768524_audio_1788539479106.mp3,hindi,1.0,0.7049180327868853,0.8461538461538461,,0.05520007088398467
rec_audio_call_421835569_audio_1788543699379.mp3,hindi,0.6792452830188679,0.42346938775510207,0.7674418604651163,,0.04575463335413156
rec_audio_call_421997101_audio_1788553909604.mp3,hindi,0.6179245283018868,0.401665598975016,0.6885964912280702,0.5,0.04683203884082145
rec_audio_call_423610988_audio_1788712982461.mp3,hindi,0.9354838709677419,0.7647058823529411,0.8,0.0,0.030013700782617454
rec_audio_call_425656431_audio_1788896027178.mp3,hindi,0.5470085470085471,0.38419618528610355,0.8214285714285714,1.0,0.0357619702551301
rec_default_420147298_audio_1788380486702.mp3,hindi,0.37257019438444927,0.22600720602685884,0.6756756756756757,0.0,0.03096633667349854
rec_default_420599099_audio_1788430532077.mp3,hindi,0.37259100642398285,0.21964956195244056,0.7547169811320755,,0.030586583035341616
rec_default_421888258_audio_1788546625741.mp3,hindi,2.357142857142857,1.2615384615384615,0.3333333333333333,0.0,0.029694915998100053
rec_default_423958539_audio_1788751477018.mp3,hindi,0.7005347593582888,0.5098684210526315,0.6071428571428571,1.0,0.034427960526819394
rec_audio_call_421981200_audio_1788552638354.mp3,hindi,0.5208333333333334,0.2737430167597765,0.574468085106383,1.0,0.0408394376951437
rec_audio_call_422812035_audio_1788633064712.mp3,hindi,0.7378640776699029,0.481994459833795,0.5714285714285714,0.0,0.03652131285980505
rec_audio_call_423872491_audio_1788731676125.mp3,hindi,0.6075949367088608,0.3031496062992126,0.76,0.0,0.029160332746691713
rec_audio_call_424735559_audio_1788811052808.mp3,hindi,0.6363636363636364,0.46875,0.5294117647058824,,0.028137158864466143
rec_audio_call_425051281_audio_1788851621695.mp3,hindi,0.8962818003913894,0.5868665977249224,0.6451612903225806,0.25,0.04448094154064687
rec_default_422797054_audio_1788632206019.mp3,hindi,0.4603174603174603,0.27793427230046946,0.6238532110091743,0.5,0.03907787540572851
rec_audio_call_421865395_audio_1788545383247.mp3,hindi,0.6170212765957447,0.3891891891891892,0.4,,0.03204093647146426
rec_audio_call_425933838_audio_1788934868635.mp3,hindi,0.6458333333333334,0.48495270851246775,0.5932203389830508,0.6666666666666666,0.038036343063582057
rec_audio_call_426596251_audio_1788984756063.mp3,hindi,0.3283582089552239,0.2882882882882883,0.6111111111111112,1.0,0.032898971377662165
rec_audio_call_426599617_audio_1788985040466.mp3,hindi,0.40336134453781514,0.21378504672897197,0.7142857142857143,0.5,0.03739104950515642
rec_default_423978016_audio_1788753648923.mp3,hindi,0.6715328467153284,0.501002004008016,0.7903225806451613,0.5,0.03833948044454009
rec_default_425396309_audio_1788879180076.mp3,hindi,0.8522727272727273,0.5761589403973509,0.6923076923076923,1.0,0.036949306789266986
rec_default_425778316_audio_1788916552817.mp3,hindi,0.6,0.4349775784753363,0.5185185185185185,0.25,0.03529002104279216
rec_audio_call_424867062_audio_1788834834877.mp3,hindi,0.5082872928176796,0.32794117647058824,0.6538461538461539,1.0,0.03732851908961493
rec_audio_call_425730841_audio_1788903925979.mp3,hindi,0.5789473684210527,0.2777777777777778,0.5454545454545454,1.0,0.03272290228391534
rec_audio_call_425744236_audio_1788906883727.mp3,hindi,0.5490566037735849,0.3282399547255235,0.7670682730923695,0.875,0.04086079040280277
rec_audio_call_426409268_audio_1788973959169.mp3,hindi,0.825,0.5618811881188119,0.7222222222222222,0.0,0.055324891512232126
rec_default_424880310_audio_1788836667926.mp3,hindi,0.7429467084639498,0.4986149584487535,0.8416289592760181,0.375,0.0395757094334645
rec_default_425134890_audio_1788857770816.mp3,hindi,0.4742014742014742,0.28846153846153844,0.5967741935483871,0.75,0.04039822933338574
rec_default_425141339_audio_1788858189163.mp3,hindi,0.5761124121779859,0.3747338537970192,0.6703296703296703,0.3333333333333333,0.040282114365634315
rec_audio_call_424610503_audio_1788803501320.mp3,hindi,0.4722222222222222,0.3357664233576642,0.72,0.6666666666666666,0.05833543080403484
rec_audio_call_424798751_audio_1788818609448.mp3,hindi,0.5317460317460317,0.34953703703703703,0.7540983606557377,0.5,0.04439931950721575
rec_audio_call_425147890_audio_1788858642964.mp3,hindi,0.6329113924050633,0.4230769230769231,0.5357142857142857,0.5,0.06481588024658315
rec_audio_call_425713085_audio_1788901236624.mp3,hindi,0.5357142857142857,0.38860103626943004,0.42857142857142855,0.3333333333333333,0.03458096729517628
rec_audio_call_419508797_audio_1788334367395.mp3,hindi,0.7142857142857143,0.3977272727272727,0.7058823529411765,,0.03798123840642531
rec_audio_call_421677953_audio_1788530753328.mp3,hindi,0.5277777777777778,0.3178294573643411,0.5714285714285714,1.0,0.038953342806264474
rec_audio_call_423351802_audio_1788689747483.mp3,hindi,0.5060240963855421,0.35384615384615387,0.6944444444444444,,0.03910653531646149
rec_audio_call_423591955_audio_1788711572217.mp3,hindi,0.5585585585585585,0.3426395939086294,0.7307692307692307,,0.04751117571457674
rec_audio_call_423629370_audio_1788714233340.mp3,hindi,0.4314090626939789,0.28627597828122076,0.6961722488038278,1.0,0.04723908645046448
rec_audio_call_426565546_audio_1788982388939.mp3,hindi,2.3333333333333335,0.6923076923076923,0.75,,0.04565987178955532
rec_default_419887388_audio_1788364981482.mp3,hindi,0.4194373401534527,0.2776957163958641,0.6476190476190476,,0.04864053807107776
rec_default_421661435_audio_1788529081993.mp3,hindi,0.6708860759493671,0.4406779661016949,0.7435897435897436,1.0,0.044256358015295816
rec_default_421956667_audio_1788550846403.mp3,hindi,0.639344262295082,0.36752136752136755,0.6896551724137931,,0.043635576810833035
rec_default_423887482_audio_1788735128862.mp3,hindi,0.68,0.48704663212435234,0.8273381294964028,0.3333333333333333,0.04491861035613697
rec_default_424793843_audio_1788817690775.mp3,hindi,0.6991869918699187,0.4458128078817734,0.7846153846153846,0.0,0.03524544925566869
rec_default_425627452_audio_1788894258639.mp3,hindi,0.9166666666666666,0.6111111111111112,0.5294117647058824,,0.03315748955472236
